"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"58","180.51575611852869","93.20034387150523","0.019775390625","0.028564453125","0.010986328125","2400","0.00024712195083269664","32","0.00024712195083269664","0","0.00024712195083269664","0.00024712195083269664","48:0.006947067205807733;57:0.007312775498806545;59:0.15018387406852138;68:0.056469852286821304","48:68;57:68;59:68;68:108","0.019775390625","Yes"
"59","46.17464921987353","16.793336302161215","0.04931640625","0.061767578125","0.036865234375","2400","0.004140968464818071","32","0.004140968464818071","0","0.004140968464818071","0.004140968464818071","49:0.05414404805997511;58:0.15018387406852138;69:0.06237487935724026","49:68;58:68;69:108","0.04931640625","Yes"
"60","359.493627366795","392.3573046922663","0.0208740234375","0.01904296875","0.022705078125","2400","0.0001183607307432214","32","0.0001183607307432214","0","0.0001183607307432214","0.0001183607307432214","61:0.007069211485189825;50:0.005796025614480921;70:0.003311146299529749","61:68;50:68;70:68","0.0208740234375","Yes"
"61","295.27957994332024","371.49722100954256","0.018310546875","0.027099609375","0.009521484375","2400","0.00015446978181550436","32","0.00015446978181550436","0","0.00015446978181550436","0.00015446978181550436","51:0.0011811941035578533;60:0.007069211485189825;62:0.0048274226272325416;71:0.002615070249405105","51:88;60:68;62:108;71:68","0.018310546875","Yes"
"62","249.98189199297641","234.38289423501064","0.0260009765625","0.037109375","0.014892578125","2400","0.00009903955916732144","32","0.00009903955916732144","0","0.00009903955916732144","0.00009903955916732144","72:0.003634233569543316;52:0.0019262123480051074;61:0.0048274226272325416;63:0.006357900554776114","72:168;52:68;61:108;63:88","0.0260009765625","Yes"
"63","239.4728521163843","250.23696587968996","0.0142822265625","0.01611328125","0.012451171875","2400","0.00012644577809442758","32","0.00012644577809442758","0","0.00012644577809442758","0.00012644577809442758","53:0.0012143149768355233;62:0.006357900554776114;64:0.001725042778414121;73:0.0023425852104217437","53:68;62:88;64:68;73:68","0.0142822265625","Yes"
"64","397.67210327189855","267.8885877414391","0.0225830078125","0.03271484375","0.012451171875","2400","0.00010403680256290594","32","0.00010403680256290594","0","0.00010403680256290594","0.00010403680256290594","65:0.0017028828980937272;54:0.0014831191042813108;63:0.001725042778414121;74:0.0015197072975487724","65:108;54:88;63:68;74:68","0.0225830078125","Yes"
"65","407.7680161450103","233.9696099084732","0.025146484375","0.030029296875","0.020263671875","2400","0.00034345646902185305","32","0.00034345646902185305","0","0.00034345646902185305","0.00034345646902185305","55:0.0026057687615063663;64:0.0017028828980937272;66:0.004936799470485392;75:0.003073635889548232","55:68;64:108;66:108;75:68","0.025146484375","Yes"
"66","458.1345863413391","193.78171172090487","0.0465087890625","0.055419921875","0.03759765625","2400","0.0001434375566876661","32","0.0001434375566876661","0","0.0001434375566876661","0.0001434375566876661","56:0.002565266656278292;65:0.004936799470485392;67:0.00213442636961772;76:0.001776413270028393","56:68;65:108;67:68;76:88","0.0465087890625","Yes"
"67","314.5082994907847","185.20491056560164","0.02001953125","0.02294921875","0.01708984375","2400","0.00009313627178649045","32","0.00009313627178649045","0","0.00009313627178649045","0.00009313627178649045","68:0.11606882084527148;77:0.0023639283153612245;57:0.003427928672674496;66:0.00213442636961772","68:108;77:68;57:68;66:68","0.02001953125","Yes"
"68","394.2700847737287","239.2813999856736","0.0345458984375","0.05322265625","0.015869140625","2400","0.00010058025431336124","32","0.00010058025431336124","0","0.00010058025431336124","0.00010058025431336124","67:0.11606882084527148;58:0.056469852286821304;69:0.0012074928305870203;78:0.001406695394364027","67:108;58:108;69:68;78:68","0.0345458984375","Yes"
"69","196.62313925731775","266.6201133234409","0.015625","0.0146484375","0.0166015625","2400","0.00013882889320235997","32","0.00013882889320235997","0","0.00013882889320235997","0.00013882889320235997","68:0.0012074928305870203;59:0.06237487935724026","68:68;59:108;79:68","0.015625","Yes"
"70","343.70562530708673","362.98718213182553","0.01513671875","0.018798828125","0.011474609375","2400","0.0003499880586100315","32","0.0003499880586100315","0","0.0003499880586100315","0.0003499880586100315","60:0.003311146299529749;71:0.0035246054449713793;80:0.0010513585507748446","60:68;71:68;80:68","0.01513671875","Yes"
"71","339.5861946646045","270.18681843027156","0.01025390625","0.0126953125","0.011962890625","2400","0.00014088384455435572","32","0.00014088384455435572","0","0.00014088384455435572","0.00014088384455435572","72:0.0016425058099352186;81:0.008421266145971107;61:0.002615070249405105;70:0.0035246054449713793","72:68;81:68;61:68;70:68","0.01025390625","Yes"
"72","330.5948733866328","350.0690450492207","0.0377197265625","0.03369140625","0.041748046875","2400","0.00021508367381877514","32","0.00021508367381877514","0","0.00021508367381877514","0.00021508367381877514","73:0.006661939890304308;62:0.003634233569543316;82:0.0019923366277389276;71:0.0016425058099352186","73:68;62:168;82:88;71:68","0.0377197265625","Yes"
