"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"79","431.2154319241548","459.4004124162619","0.0189208984375","0.021240234375","0.0166015625","2400","0.0002416449013498913","32","0.0002416449013498913","0","0.0002416449013498913","0.0002416449013498913","78:0.0025723673951749126;89:0.002728049972515245;69:0.002142905458173666","78:288;89:68;69:188","0.0189208984375","Yes"
"80","107.8223593165322","104.2696011804602","0.0238037109375","0.03125","0.016357421875","2400","0.0009437209027257028","32","0.0009437209027257028","0","0.0009437209027257028","0.0009437209027257028","81:0.0032060541735295656;90:0.0025521171398925346;70:0.0031146447495681018","81:128;90:88;70:208","0.0238037109375","Yes"
"81","379.7257528350534","215.40755520259927","0.025634765625","0.041259765625","0.010009765625","2400","0.000387045610323248","32","0.000387045610323248","0","0.000387045610323248","0.000387045610323248","80:0.0032060541735295656;82:0.0025558769314384666;71:0.0037339273552666197;91:0.0024451332925554403","80:128;82:68;71:208;91:88","0.025634765625","Yes"
"82","161.08597613727216","148.57283946626535","0.0341796875","0.061279296875","0.007080078125","2400","0.0002348861324097381","32","0.0002348861324097381","0","0.0002348861324097381","0.0002348861324097381","72:0.0023369140669733113;81:0.0025558769314384666;83:0.0030982160184370167;92:0.0035216565823457946","72:188;81:68;83:68;92:168","0.0341796875","Yes"
"83","310.84960516930323","287.0481208912848","0.084228515625","0.14111328125","0.02734375","2400","0.00032185058725556535","32","0.00032185058725556535","0","0.00032185058725556535","0.00032185058725556535","82:0.0030982160184370167;84:0.002518959053399855;93:0.0171121569938453","73:168;82:68;84:168;93:128","0.084228515625","Yes"
"84","380.40198780956996","186.25063388724234","0.0220947265625","0.033935546875","0.01025390625","2400","0.00032562092011135087","32","0.00032562092011135087","0","0.00032562092011135087","0.00032562092011135087","83:0.002518959053399855;85:0.006528409535973667;94:0.003195965647459026","74:168;83:168;85:148;94:208","0.0220947265625","Yes"
"85","95.18930657557172","122.34172702362008","0.143798828125","0.2412109375","0.04638671875","2400","0.003192608377505834","32","0.003192608377505834","0","0.003192608377505834","0.003192608377505834","86:0.005297641088972821;75:0.006987732104896116;95:0.006483557433875797;84:0.006528409535973667","86:168;75:128;95:188;84:148","0.143798828125","Yes"
"86","346.6424912561575","259.1003933593543","0.1085205078125","0.171630859375","0.04541015625","2400","0.00016257825946873862","32","0.00016257825946873862","0","0.00016257825946873862","0.00016257825946873862","85:0.005297641088972821;87:0.002525247443544959;96:0.0033570057390448493;76:0.002823760452193541","85:168;87:128;96:208;76:168","0.1085205078125","Yes"
"87","438.7830210630062","332.25979464310245","0.033447265625","0.037353515625","0.029541015625","2400","0.00015729161958513536","32","0.00015729161958513536","0","0.00015729161958513536","0.00015729161958513536","86:0.002525247443544959;88:0.0016355004055285671;97:0.0034933361411662034","77:248;86:128;88:148;97:328","0.033447265625","Yes"
"88","166.85403361592896","117.11537629707378","0.095458984375","0.052734375","0.1015625","2400","0.00026497802939969126","32","0.00026497802939969126","0","0.00026497802939969126","0.00026497802939969126","78:0.008827876940091267;87:0.0016355004055285671;89:0.00337774602313759;98:0.0029675921574293107","78:268;87:148;89:108;98:248","0.095458984375","Yes"
"89","280.1963981819123","277.88773121800364","0.0140380859375","0.013916015625","0.01416015625","2400","0.00023574298044179887","32","0.00023574298044179887","0","0.00023574298044179887","0.00023574298044179887","79:0.002728049972515245;99:0.0011928184850614754;88:0.00337774602313759","79:68;99:68;88:108","0.0140380859375","Yes"
"90","383.87812632034735","300.21520246281233","0.0313720703125","0.049560546875","0.01318359375","2400","0.0004366908326365514","32","0.0004366908326365514","0","0.0004366908326365514","0.0004366908326365514","80:0.0025521171398925346;91:0.0026211763952315725;100:0.0020977422251104716","80:88;91:68;100:68","0.0313720703125","Yes"
"91","344.2888849483792","193.25043888733356","0.02880859375","0.0517578125","0.005859375","2400","0.00020793206596394478","32","0.00020793206596394478","0","0.00020793206596394478","0.00020793206596394478","81:0.0024451332925554403;90:0.0026211763952315725;92:0.003946919733514687","81:88;90:68;92:208;101:168","0.02880859375","Yes"
"92","337.6609769549391","219.71232341969278","0.0555419921875","0.086669921875","0.0244140625","2400","0.00026943761485861804","32","0.00026943761485861804","0","0.00026943761485861804","0.00026943761485861804","82:0.0035216565823457946;91:0.003946919733514687;93:0.011858948338009268;102:0.0033010360090667545","82:168;91:208;93:188;102:268","0.0555419921875","Yes"
"93","218.9837735616704","161.62272635459615","0.0870361328125","0.1572265625","0.016845703125","2400","0.005755959946209805","32","0.005755959946209805","0","0.005755959946209805","0.005755959946209805","94:0.012608686552483511;83:0.0171121569938453;92:0.011858948338009268","94:168;83:128;103:448;92:188","0.0870361328125","Yes"
"94","303.78712711851256","220.45187924153052","0.017333984375","0.026123046875","0.008544921875","2400","0.00017715303764403274","32","0.00017715303764403274","0","0.00017715303764403274","0.00017715303764403274","93:0.012608686552483511;84:0.003195965647459026;95:0.0034724045770412326;104:0.0030001104313249205","93:168;84:208;95:168;104:168","0.017333984375","Yes"
"95","266.15650069385515","230.66151526798762","0.0166015625","0.01513671875","0.01806640625","2400","0.0002734464970185409","32","0.0002734464970185409","0","0.0002734464970185409","0.0002734464970185409","85:0.006483557433875797;94:0.0034724045770412326;96:0.002007381677304687;105:0.0032785906503571827","85:188;94:168;96:128;105:148","0.0166015625","Yes"
"96","332.18912021281335","268.9190217742398","0.048583984375","0.058837890625","0.038330078125","2400","0.000334562363069043","32","0.000334562363069043","0","0.000334562363069043","0.000334562363069043","97:0.002641882060846895;106:0.0031812935334814274;86:0.0033570057390448493;95:0.002007381677304687","97:168;106:188;86:208;95:128","0.048583984375","Yes"
