"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"97","232.7621904380299","168.00025089854972","0.0498046875","0.066650390625","0.032958984375","2400","0.00035939153141117237","32","0.00035939153141117237","0","0.00035939153141117237","0.00035939153141117237","96:0.002641882060846895;98:0.0027260247309567887;87:0.0034933361411662034;107:0.002525510768940864","96:168;98:248;87:328;107:128","0.0498046875","Yes"
"98","259.39477939125874","213.88662597674718","0.0419921875","0.046142578125","0.037841796875","2400","0.00018986379246340056","32","0.00018986379246340056","0","0.00018986379246340056","0.00018986379246340056","97:0.0027260247309567887;88:0.0029675921574293107;99:0.0009354615741834216;108:0.0023532697910990386","97:248;88:248;99:68;108:348","0.0419921875","Yes"
"99","312.81948860763083","253.96628461987564","0.0167236328125","0.021728515625","0.01171875","2400","0.0003084300018457643","32","0.0003084300018457643","0","0.0003084300018457643","0.0003084300018457643","109:0.002185728983170404;89:0.0011928184850614754;98:0.0009354615741834216","109:188;89:68;98:68","0.0167236328125","Yes"
"100","153.23906833937022","147.4773840031634","0.016845703125","0.02490234375","0.0087890625","2400","0.00024354651039930483","32","0.00024354651039930483","0","0.00024354651039930483","0.00024354651039930483","101:0.0025856288676622263;110:0.0014829863693296141;90:0.0020977422251104716","101:188;110:128;90:68","0.016845703125","Yes"
"101","122.43154155687866","121.98402430232836","0.0101318359375","0.01513671875","0.005126953125","2400","0.0001887362862051429","32","0.0001887362862051429","0","0.0001887362862051429","0.0001887362862051429","100:0.0025856288676622263;102:0.0015922893324932519;111:0.0016982970054254531","100:188;91:168;102:128;111:248","0.0101318359375","Yes"
"102","398.5243187548921","193.0228481461519","0.0118408203125","0.013916015625","0.009765625","2400","0.00014054102928895608","32","0.00014054102928895608","0","0.00014054102928895608","0.00014054102928895608","101:0.0015922893324932519;92:0.0033010360090667545;112:0.003185070825214742","101:128;103:368;92:268;112:168","0.0118408203125","Yes"
"103","351.3913625325198","59.077591738452334","0.0203857421875","0.030029296875","0.0107421875","2400","0.0011404860552389304","32","0.0011404860552389304","0","0.0011404860552389304","0.0011404860552389304","104:0.008309776299430416;113:0.01292084543444283","104:128;113:428;93:448;102:368","0.0203857421875","Yes"
"104","379.93015600364794","211.0089978894121","0.0177001953125","0.025634765625","0.009765625","2400","0.00015574862182204737","32","0.00015574862182204737","0","0.00015574862182204737","0.00015574862182204737","103:0.008309776299430416;105:0.003300097719992151;114:0.0027154946654479872;94:0.0030001104313249205","103:128;105:128;114:128;94:168","0.0177001953125","Yes"
"105","115.89359637550616","126.42944652422223","0.0587158203125","0.08154296875","0.035888671875","2400","0.00039611380655117185","32","0.00039611380655117185","0","0.00039611380655117185","0.00039611380655117185","104:0.003300097719992151;106:0.007047483609221639;115:0.00460637644976053;95:0.0032785906503571827","104:128;106:148;115:148;95:148","0.0587158203125","Yes"
"106","428.2383478577302","345.9683651380743","0.029541015625","0.044677734375","0.014404296875","2400","0.00018606103258213836","32","0.00018606103258213836","0","0.00018606103258213836","0.00018606103258213836","96:0.0031812935334814274;107:0.006155824229350543;116:0.002238927138416197;105:0.007047483609221639","96:188;107:188;116:128;105:148","0.029541015625","Yes"
"107","404.7136315374749","358.7800375689702","0.0394287109375","0.056640625","0.022216796875","2400","0.00037212425853500893","32","0.00037212425853500893","0","0.00037212425853500893","0.00037212425853500893","106:0.006155824229350543;108:0.0023242821114966006;117:0.0031247601746829667;97:0.002525510768940864","106:188;108:168;117:208;97:128","0.0394287109375","Yes"
"108","258.4017608474044","243.39643082578144","0.01904296875","0.032470703125","0.005615234375","2400","0.00027153561099466783","32","0.00027153561099466783","0","0.00027153561099466783","0.00027153561099466783","107:0.0023242821114966006;109:0.005067260504110688;118:0.009304690430834872;98:0.0023532697910990386","107:168;109:128;118:128;98:348","0.01904296875","Yes"
"109","291.7113354334074","258.0875065403647","0.0169677734375","0.01953125","0.014404296875","2400","0.00027989851797530663","32","0.00027989851797530663","0","0.00027989851797530663","0.00027989851797530663","99:0.002185728983170404;108:0.005067260504110688;119:0.00914199428392068","99:188;108:128;119:128","0.0169677734375","Yes"
"110","307.02687202761905","354.69242805624197","0.0174560546875","0.023681640625","0.01123046875","2400","0.00022101175721737527","32","0.00022101175721737527","0","0.00022101175721737527","0.00022101175721737527","100:0.0014829863693296141;111:0.0018742514623541762","100:128;111:128","0.0174560546875","Yes"
"111","139.89737690196998","152.80454786604804","0.02587890625","0.050048828125","0.001708984375","2400","0.00038279223754356405","32","0.00038279223754356405","0","0.00038279223754356405","0.00038279223754356405","110:0.0018742514623541762;101:0.0016982970054254531","112:128;110:128;101:248","0.02587890625","Yes"
"112","260.8382246738754","188.98602001406724","0.02294921875","0.0380859375","0.0078125","2400","0.00015175530445642025","32","0.00015175530445642025","0","0.00015175530445642025","0.00015175530445642025","113:0.0019542910218123266;102:0.003185070825214742","111:128;113:168;102:168","0.02294921875","Yes"
"113","323.7531868482195","266.5704974890978","0.029541015625","0.051513671875","0.007568359375","2400","0.0001660050284043893","32","0.0001660050284043893","0","0.0001660050284043893","0.0001660050284043893","103:0.01292084543444283;112:0.0019542910218123266;114:0.003802546355406694","103:428;112:168;114:128","0.029541015625","Yes"
"114","453.0029994248016","250.40747957022052","0.030517578125","0.052490234375","0.008544921875","2400","0.00024586482132339844","32","0.00024586482132339844","0","0.00024586482132339844","0.00024586482132339844","115:0.0022428084470764997;104:0.0027154946654479872;113:0.003802546355406694","115:128;104:128;113:128","0.030517578125","Yes"
"115","322.89316986285854","256.50310093728484","0.009521484375","0.013916015625","0.005126953125","2400","0.0002341014452018676","32","0.0002341014452018676","0","0.0002341014452018676","0.0002341014452018676","114:0.0022428084470764997;105:0.00460637644976053;116:0.002490218793910981","114:128;105:148;116:128","0.009521484375","Yes"
"116","271.9241978294715","313.9681159711494","0.026611328125","0.028564453125","0.024658203125","2400","0.0002542059759758863","32","0.0002542059759758863","0","0.0002542059759758863","0.0002542059759758863","106:0.002238927138416197;115:0.002490218793910981;117:0.00219130235801987","106:128;115:128;117:128","0.026611328125","Yes"
"117","461.929398738454","436.259088657076","0.023193359375","0.02392578125","0.0224609375","2400","0.0002764093054864205","32","0.0002764093054864205","0","0.0002764093054864205","0.0002764093054864205","107:0.0031247601746829667;116:0.00219130235801987;118:0.005808908251664607","107:208;116:128;118:128","0.023193359375","Yes"
"118","440.65129766422314","470.90385583189936","0.0225830078125","0.025634765625","0.01953125","2400","0.0003200017988401367","32","0.0003200017988401367","0","0.0003200017988401367","0.0003200017988401367","119:0.0043613022824146586;108:0.009304690430834872;117:0.005808908251664607","119:128;108:128;117:128","0.0225830078125","Yes"
"119","284.41661771306764","325.141373884949","0.020263671875","0.0244140625","0.01611328125","2400","0.00012564751507620114","32","0.00012564751507620114","0","0.00012564751507620114","0.00012564751507620114","118:0.0043613022824146586;109:0.00914199428392068","118:128;109:128","0.020263671875","Yes"
